customer_id,stock_code,similarity_score,rank,match_reason
12768,22487,0.681011,3,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.054702}"
12769,23245,0.81099,1,"{""co_purchased_with"": ""22423"", ""source"": ""동시구매"", ""segment_support"": 0.042495}"
12769,47566,0.803206,2,"{""co_purchased_with"": ""22993"", ""source"": ""동시구매"", ""segment_support"": 0.077758}"
12769,22720,0.774071,3,"{""co_purchased_with"": ""22722"", ""source"": ""동시구매"", ""segment_support"": 0.070072}"
12770,22382,0.835187,1,"{""co_purchased_with"": ""20728"", ""source"": ""동시구매"", ""segment_support"": 0.098837}"
12770,22384,0.830352,2,"{""co_purchased_with"": ""20728"", ""source"": ""동시구매"", ""segment_support"": 0.087209}"
12770,20726,0.828239,3,"{""co_purchased_with"": ""20728"", ""source"": ""동시구매"", ""segment_support"": 0.064784}"
12771,84987,0.87495,1,"{""co_purchased_with"": ""21974"", ""source"": ""동시구매"", ""segment_support"": 0.036166}"
12771,84988,0.835343,2,"{""co_purchased_with"": ""21974"", ""source"": ""동시구매"", ""segment_support"": 0.031193}"
12771,21977,0.824281,3,"{""co_purchased_with"": ""84380"", ""source"": ""동시구매"", ""segment_support"": 0.068716}"
12772,20914,0.777362,1,"{""co_purchased_with"": ""21212"", ""source"": ""동시구매"", ""segment_support"": 0.058318}"
12772,22507,0.775429,2,"{""co_purchased_with"": ""22766"", ""source"": ""동시구매"", ""segment_support"": 0.033002}"
12772,22759,0.770351,3,"{""co_purchased_with"": ""22139"", ""source"": ""동시구매"", ""segment_support"": 0.044756}"
12773,40018F,0.751248,1,"{""co_purchased_with"": ""21655"", ""source"": ""동시구매"", ""segment_support"": 0.001356}"
12773,84520B,0.740293,2,"{""co_purchased_with"": ""21986"", ""source"": ""동시구매"", ""segment_support"": 0.014014}"
12773,22444,0.728218,3,"{""co_purchased_with"": ""17164B"", ""source"": ""동시구매"", ""segment_support"": 0.016727}"
12774,22296,0.90453,1,"{""co_purchased_with"": ""22295"", ""source"": ""동시구매"", ""segment_support"": 0.036618}"
12774,22297,0.885178,2,"{""co_purchased_with"": ""22295"", ""source"": ""동시구매"", ""segment_support"": 0.02396}"
12774,22294,0.881504,3,"{""co_purchased_with"": ""22295"", ""source"": ""동시구매"", ""segment_support"": 0.025316}"
12775,84879,0.851365,1,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.329173}"
12775,22178,0.846174,2,"{""co_purchased_with"": ""23144"", ""source"": ""동시구매"", ""segment_support"": 0.205928}"
12775,22457,0.840728,3,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.297972}"
12776,20723,0.894741,1,"{""co_purchased_with"": ""22355"", ""source"": ""동시구매"", ""segment_support"": 0.024864}"
12776,20724,0.891124,2,"{""co_purchased_with"": ""22355"", ""source"": ""동시구매"", ""segment_support"": 0.041139}"
12776,22356,0.887804,3,"{""co_purchased_with"": ""22355"", ""source"": ""동시구매"", ""segment_support"": 0.029837}"
12777,20914,0.821285,1,"{""co_purchased_with"": ""21535"", ""source"": ""동시구매"", ""segment_support"": 0.058318}"
12777,22348,0.820087,2,"{""co_purchased_with"": ""21218"", ""source"": ""동시구매"", ""segment_support"": 0.017179}"
12777,21212,0.815027,3,"{""co_purchased_with"": ""21080"", ""source"": ""동시구매"", ""segment_support"": 0.100814}"
12778,84375,0.779353,1,"{""co_purchased_with"": ""84380"", ""source"": ""동시구매"", ""segment_support"": 0.170827}"
12778,22197,0.764358,2,"{""co_purchased_with"": ""21212"", ""source"": ""동시구매"", ""segment_support"": 0.195008}"
12778,84692,0.755985,3,"{""co_purchased_with"": ""21212"", ""source"": ""동시구매"", ""segment_support"": 0.152886}"
12779,22487,0.787402,1,"{""co_purchased_with"": ""22171"", ""source"": ""동시구매"", ""segment_support"": 0.205148}"
12779,22507,0.779927,2,"{""co_purchased_with"": ""22171"", ""source"": ""동시구매"", ""segment_support"": 0.169267}"
12779,20914,0.768553,3,"{""co_purchased_with"": ""22666"", ""source"": ""동시구매"", ""segment_support"": 0.216849}"
12780,22492,0.858434,1,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.03255}"
12780,22549,0.838923,2,"{""co_purchased_with"": ""21918"", ""source"": ""동시구매"", ""segment_support"": 0.024864}"
12780,22561,0.83095,3,"{""co_purchased_with"": ""21914"", ""source"": ""동시구매"", ""segment_support"": 0.045208}"
12781,22139,0.761067,1,"{""co_purchased_with"": ""21791"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
12781,22621,0.739179,2,"{""co_purchased_with"": ""21791"", ""source"": ""동시구매"", ""segment_support"": 0.047016}"
12781,21733,0.737012,3,"{""co_purchased_with"": ""84347"", ""source"": ""동시구매"", ""segment_support"": 0.052893}"
12782,22507,0.780197,1,"{""co_purchased_with"": ""22505"", ""source"": ""동시구매"", ""segment_support"": 0.169267}"
12782,20749,0.763446,2,"{""co_purchased_with"": ""20750"", ""source"": ""동시구매"", ""segment_support"": 0.142746}"
12782,20914,0.762654,3,"{""co_purchased_with"": ""22667"", ""source"": ""동시구매"", ""segment_support"": 0.216849}"
12783,22086,0.798643,1,"{""co_purchased_with"": ""22909"", ""source"": ""동시구매"", ""segment_support"": 0.076401}"
12783,22423,0.791143,2,"{""co_purchased_with"": ""84879"", ""source"": ""동시구매"", ""segment_support"": 0.128391}"
12783,22139,0.786163,3,"{""co_purchased_with"": ""22138"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
12784,22507,0.779402,1,"{""co_purchased_with"": ""22558"", ""source"": ""동시구매"", ""segment_support"": 0.040179}"
12784,22666,0.764131,2,"{""co_purchased_with"": ""20914"", ""source"": ""동시구매"", ""segment_support"": 0.044643}"
12784,22487,0.762398,3,"{""co_purchased_with"": ""22427"", ""source"": ""동시구매"", ""segment_support"": 0.037946}"
12785,85099F,0.76782,1,"{""co_purchased_with"": ""21931"", ""source"": ""동시구매"", ""segment_support"": 0.072259}"
12785,21429,0.762315,2,"{""co_purchased_with"": ""22759"", ""source"": ""동시구매"", ""segment_support"": 0.059801}"
12785,22386,0.762186,3,"{""co_purchased_with"": ""85099B"", ""source"": ""동시구매"", ""segment_support"": 0.067276}"
12786,21380,0.81037,1,"{""co_purchased_with"": ""22090"", ""source"": ""동시구매"", ""segment_support"": 0.024864}"
12786,47590B,0.744179,2,"{""co_purchased_with"": ""47566B"", ""source"": ""동시구매"", ""segment_support"": 0.030741}"
12786,22084,0.737365,3,"{""co_purchased_with"": ""22087"", ""source"": ""동시구매"", ""segment_support"": 0.028933}"
12787,22086,0.794885,1,"{""co_purchased_with"": ""22734"", ""source"": ""동시구매"", ""segment_support"": 0.076401}"
12787,84879,0.794875,2,"{""co_purchased_with"": ""22077"", ""source"": ""동시구매"", ""segment_support"": 0.097649}"
12787,35970,0.786541,3,"{""co_purchased_with"": ""22734"", ""source"": ""동시구매"", ""segment_support"": 0.033906}"
12788,22662,0.867268,1,"{""co_purchased_with"": ""22382"", ""source"": ""동시구매"", ""segment_support"": 0.037375}"
12788,23206,0.848971,2,"{""co_purchased_with"": ""22383"", ""source"": ""동시구매"", ""segment_support"": 0.010797}"
12788,23207,0.831294,3,"{""co_purchased_with"": ""22382"", ""source"": ""동시구매"", ""segment_support"": 0.003322}"
12789,21735,0.648764,1,"{""co_purchased_with"": ""22803"", ""source"": ""동시구매"", ""segment_support"": 0.009494}"
12789,21777,0.631095,2,"{""co_purchased_with"": null, ""source"": ""세그먼트선호"", ""segment_support"": 0.011754}"
12789,22314,0.629126,3,"{""co_purchased_with"": ""84854"", ""source"": ""동시구매"", ""segment_support"": 0.006781}"
12790,22139,0.819484,1,"{""co_purchased_with"": ""21791"", ""source"": ""동시구매"", ""segment_support"": 0.143688}"
12790,22423,0.801515,2,"{""co_purchased_with"": ""22699"", ""source"": ""동시구매"", ""segment_support"": 0.196844}"
12790,22619,0.793234,3,"{""co_purchased_with"": ""21791"", ""source"": ""동시구매"", ""segment_support"": 0.034884}"
12791,22243,0.759203,1,"{""co_purchased_with"": ""22244"", ""source"": ""동시구매"", ""segment_support"": 0.027409}"
12791,22242,0.743686,2,"{""co_purchased_with"": ""22245"", ""source"": ""동시구매"", ""segment_support"": 0.038206}"
12791,85199L,0.741281,3,"{""co_purchased_with"": ""22212"", ""source"": ""동시구매"", ""segment_support"": 0.015781}"
12792,22139,0.82266,1,"{""co_purchased_with"": ""22561"", ""source"": ""동시구매"", ""segment_support"": 0.143688}"
12792,22621,0.809366,2,"{""co_purchased_with"": ""21791"", ""source"": ""동시구매"", ""segment_support"": 0.046512}"
12792,22619,0.807816,3,"{""co_purchased_with"": ""22549"", ""source"": ""동시구매"", ""segment_support"": 0.034884}"
12793,21931,0.877429,1,"{""co_purchased_with"": ""85099F"", ""source"": ""동시구매"", ""segment_support"": 0.074751}"
12793,22385,0.871307,2,"{""co_purchased_with"": ""22386"", ""source"": ""동시구매"", ""segment_support"": 0.036545}"
12793,22382,0.862596,3,"{""co_purchased_with"": ""20726"", ""source"": ""동시구매"", ""segment_support"": 0.098837}"
12794,21231,0.785169,1,"{""co_purchased_with"": ""21232"", ""source"": ""동시구매"", ""segment_support"": 0.035714}"
12794,22645,0.760198,2,"{""co_purchased_with"": ""22646"", ""source"": ""동시구매"", ""segment_support"": 0.033482}"
12794,22055,0.757875,3,"{""co_purchased_with"": ""37450"", ""source"": ""동시구매"", ""segment_support"": 0.015625}"
12795,23245,0.80839,1,"{""co_purchased_with"": ""22423"", ""source"": ""동시구매"", ""segment_support"": 0.073661}"
12795,22697,0.79236,2,"{""co_purchased_with"": ""22699"", ""source"": ""동시구매"", ""segment_support"": 0.042411}"
12795,23174,0.778114,3,"{""co_purchased_with"": ""23173"", ""source"": ""동시구매"", ""segment_support"": 0.022321}"
12796,21931,0.968842,1,"{""co_purchased_with"": ""85099F"", ""source"": ""동시구매"", ""segment_support"": 0.040687}"
12796,85099C,0.963947,2,"{""co_purchased_with"": ""85099F"", ""source"": ""동시구매"", ""segment_support"": 0.03481}"
12796,21928,0.960006,3,"{""co_purchased_with"": ""21929"", ""source"": ""동시구매"", ""segment_support"": 0.030741}"
12797,22619,0.826964,1,"{""co_purchased_with"": ""21891"", ""source"": ""동시구매"", ""segment_support"": 0.034884}"
12797,22139,0.822645,2,"{""co_purchased_with"": ""22138"", ""source"": ""동시구매"", ""segment_support"": 0.143688}"
12797,22620,0.805685,3,"{""co_purchased_with"": ""21892"", ""source"": ""동시구매"", ""segment_support"": 0.04485}"
12798,22492,0.828855,1,"{""co_purchased_with"": ""22491"", ""source"": ""동시구매"", ""segment_support"": 0.03255}"
12798,21791,0.818227,2,"{""co_purchased_with"": ""21790"", ""source"": ""동시구매"", ""segment_support"": 0.05877}"
12798,22561,0.812071,3,"{""co_purchased_with"": ""22489"", ""source"": ""동시구매"", ""segment_support"": 0.045208}"
12799,22080,0.810247,1,"{""co_purchased_with"": ""22081"", ""source"": ""동시구매"", ""segment_support"": 0.0217}"
12799,22079,0.780626,2,"{""co_purchased_with"": ""22081"", ""source"": ""동시구매"", ""segment_support"": 0.025316}"
12799,85049E,0.776781,3,"{""co_purchased_with"": ""85049G"", ""source"": ""동시구매"", ""segment_support"": 0.029385}"
12800,22149,0.819734,1,"{""co_purchased_with"": ""22150"", ""source"": ""동시구매"", ""segment_support"": 0.104651}"
12800,22621,0.807896,2,"{""co_purchased_with"": ""21790"", ""source"": ""동시구매"", ""segment_support"": 0.046512}"
12800,22139,0.806188,3,"{""co_purchased_with"": ""21891"", ""source"": ""동시구매"", ""segment_support"": 0.143688}"
12801,22549,0.791041,1,"{""co_purchased_with"": ""21888"", ""source"": ""동시구매"", ""segment_support"": 0.024864}"
12801,22621,0.79002,2,"{""co_purchased_with"": ""21892"", ""source"": ""동시구매"", ""segment_support"": 0.047016}"
12801,22619,0.789356,3,"{""co_purchased_with"": ""21892"", ""source"": ""동시구매"", ""segment_support"": 0.039783}"
12802,22139,0.78647,1,"{""co_purchased_with"": ""22138"", ""source"": ""동시구매"", ""segment_support"": 0.208511}"
12802,22418,0.768895,2,"{""co_purchased_with"": ""22617"", ""source"": ""동시구매"", ""segment_support"": 0.08227}"
12802,22492,0.764527,3,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.079433}"
12803,21918,0.794598,1,"{""co_purchased_with"": ""21917"", ""source"": ""동시구매"", ""segment_support"": 0.027125}"
12803,22620,0.767471,2,"{""co_purchased_with"": ""22549"", ""source"": ""동시구매"", ""segment_support"": 0.037523}"
12803,22619,0.760043,3,"{""co_purchased_with"": ""22549"", ""source"": ""동시구매"", ""segment_support"": 0.039783}"
12804,22418,0.778876,1,"{""co_purchased_with"": ""22551"", ""source"": ""동시구매"", ""segment_support"": 0.027409}"
12804,20977,0.772676,2,"{""co_purchased_with"": ""20979"", ""source"": ""동시구매"", ""segment_support"": 0.024917}"
12804,22139,0.761484,3,"{""co_purchased_with"": ""21731"", ""source"": ""동시구매"", ""segment_support"": 0.143688}"
12805,22354,0.747687,1,"{""co_purchased_with"": ""21216"", ""source"": ""동시구매"", ""segment_support"": 0.0299}"
12805,21218,0.734158,2,"{""co_purchased_with"": ""21216"", ""source"": ""동시구매"", ""segment_support"": 0.053987}"
12805,20750,0.733612,3,"{""co_purchased_with"": ""22326"", ""source"": ""동시구매"", ""segment_support"": 0.077243}"
12806,21936,0.814955,1,"{""co_purchased_with"": ""20725"", ""source"": ""동시구매"", ""segment_support"": 0.053156}"
12806,84997B,0.783837,2,"{""co_purchased_with"": ""21238"", ""source"": ""동시구매"", ""segment_support"": 0.057309}"
12806,20728,0.7822,3,"{""co_purchased_with"": ""22383"", ""source"": ""동시구매"", ""segment_support"": 0.092193}"
12807,22139,0.876316,1,"{""co_purchased_with"": ""21791"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
12807,22551,0.843482,2,"{""co_purchased_with"": ""22556"", ""source"": ""동시구매"", ""segment_support"": 0.056962}"
12807,22617,0.833355,3,"{""co_purchased_with"": ""22634"", ""source"": ""동시구매"", ""segment_support"": 0.063743}"
12808,20725,0.792032,1,"{""co_purchased_with"": ""20728"", ""source"": ""동시구매"", ""segment_support"": 0.182979}"
12808,21929,0.788658,2,"{""co_purchased_with"": ""22411"", ""source"": ""동시구매"", ""segment_support"": 0.119149}"
12808,85099F,0.780465,3,"{""co_purchased_with"": ""22386"", ""source"": ""동시구매"", ""segment_support"": 0.137589}"
12809,22139,0.789408,1,"{""co_purchased_with"": ""22138"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
12809,20749,0.787696,2,"{""co_purchased_with"": ""20750"", ""source"": ""동시구매"", ""segment_support"": 0.047016}"
12809,22348,0.779873,3,"{""co_purchased_with"": ""21218"", ""source"": ""동시구매"", ""segment_support"": 0.017179}"
12810,21028,0.745008,1,"{""co_purchased_with"": ""21030"", ""source"": ""동시구매"", ""segment_support"": 0.002492}"
12810,21051,0.73232,2,"{""co_purchased_with"": ""21648"", ""source"": ""동시구매"", ""segment_support"": 0.01412}"
12810,84270,0.7153,3,"{""co_purchased_with"": ""84670"", ""source"": ""동시구매"", ""segment_support"": 0.05814}"
12811,20726,0.836617,1,"{""co_purchased_with"": ""22382"", ""source"": ""동시구매"", ""segment_support"": 0.064784}"
12811,22383,0.822268,2,"{""co_purchased_with"": ""20728"", ""source"": ""동시구매"", ""segment_support"": 0.082226}"
12811,22385,0.815596,3,"{""co_purchased_with"": ""22663"", ""source"": ""동시구매"", ""segment_support"": 0.036545}"
12812,21212,0.867844,1,"{""co_purchased_with"": ""23307"", ""source"": ""동시구매"", ""segment_support"": 0.080357}"
12812,84380,0.84088,2,"{""co_purchased_with"": ""22993"", ""source"": ""동시구매"", ""segment_support"": 0.037946}"
12812,21977,0.833873,3,"{""co_purchased_with"": ""23307"", ""source"": ""동시구매"", ""segment_support"": 0.060268}"
12813,22156,0.872369,1,"{""co_purchased_with"": ""22296"", ""source"": ""동시구매"", ""segment_support"": 0.04402}"
12813,22335,0.868319,2,"{""co_purchased_with"": ""35961"", ""source"": ""동시구매"", ""segment_support"": 0.040698}"
12813,22575,0.864239,3,"{""co_purchased_with"": ""22158"", ""source"": ""동시구매"", ""segment_support"": 0.026578}"
12814,21731,0.783666,1,"{""co_purchased_with"": ""23084"", ""source"": ""동시구매"", ""segment_support"": 0.035262}"
12814,23082,0.782604,2,"{""co_purchased_with"": ""23084"", ""source"": ""동시구매"", ""segment_support"": 0.014014}"
12814,23192,0.782408,3,"{""co_purchased_with"": ""23084"", ""source"": ""동시구매"", ""segment_support"": 0.0217}"
12815,23245,0.818738,1,"{""co_purchased_with"": ""23240"", ""source"": ""동시구매"", ""segment_support"": 0.042495}"
12815,22666,0.816607,2,"{""co_purchased_with"": ""22720"", ""source"": ""동시구매"", ""segment_support"": 0.064195}"
12815,22907,0.80816,3,"{""co_purchased_with"": ""22989"", ""source"": ""동시구매"", ""segment_support"": 0.042495}"
12816,22625,0.808024,1,"{""co_purchased_with"": ""22624"", ""source"": ""동시구매"", ""segment_support"": 0.030741}"
12816,22423,0.803827,2,"{""co_purchased_with"": ""22960"", ""source"": ""동시구매"", ""segment_support"": 0.128391}"
12816,22993,0.803651,3,"{""co_purchased_with"": ""22720"", ""source"": ""동시구매"", ""segment_support"": 0.030741}"
12817,22619,0.809493,1,"{""co_purchased_with"": ""22549"", ""source"": ""동시구매"", ""segment_support"": 0.034884}"
12817,22620,0.785377,2,"{""co_purchased_with"": ""22549"", ""source"": ""동시구매"", ""segment_support"": 0.04485}"
12817,35970,0.78324,3,"{""co_purchased_with"": ""22580"", ""source"": ""동시구매"", ""segment_support"": 0.032392}"
12818,22423,0.823117,1,"{""co_purchased_with"": ""22699"", ""source"": ""동시구매"", ""segment_support"": 0.128391}"
12818,22961,0.80445,2,"{""co_purchased_with"": ""22960"", ""source"": ""동시구매"", ""segment_support"": 0.050633}"
12818,23245,0.773187,3,"{""co_purchased_with"": ""22699"", ""source"": ""동시구매"", ""segment_support"": 0.042495}"
12819,22139,0.856779,1,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
12819,21914,0.821887,2,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.033002}"
12819,21889,0.812541,3,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.051537}"
12820,22197,0.795234,1,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.195008}"
12820,22139,0.792378,2,"{""co_purchased_with"": ""22619"", ""source"": ""동시구매"", ""segment_support"": 0.297972}"
12820,21212,0.789272,3,"{""co_purchased_with"": ""21977"", ""source"": ""동시구매"", ""segment_support"": 0.386115}"
12821,22294,0.895593,1,"{""co_purchased_with"": ""22295"", ""source"": ""동시구매"", ""segment_support"": 0.072259}"
12821,21390,0.872587,2,"{""co_purchased_with"": ""22297"", ""source"": ""동시구매"", ""segment_support"": 0.054817}"
12821,21733,0.872058,3,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.144518}"
12822,23209,0.850827,1,"{""co_purchased_with"": ""20725"", ""source"": ""동시구매"", ""segment_support"": 0.029837}"
12822,22382,0.850313,2,"{""co_purchased_with"": ""20728"", ""source"": ""동시구매"", ""segment_support"": 0.056962}"
12822,20726,0.845983,3,"{""co_purchased_with"": ""20728"", ""source"": ""동시구매"", ""segment_support"": 0.042495}"
12823,20685,0.902285,1,"{""co_purchased_with"": ""48138"", ""source"": ""동시구매"", ""segment_support"": 0.12766}"
12823,48187,0.896312,2,"{""co_purchased_with"": ""48138"", ""source"": ""동시구매"", ""segment_support"": 0.12766}"
12823,48194,0.889109,3,"{""co_purchased_with"": ""48138"", ""source"": ""동시구매"", ""segment_support"": 0.119149}"
12824,22086,0.869237,1,"{""co_purchased_with"": ""22910"", ""source"": ""동시구매"", ""segment_support"": 0.076401}"
12824,23215,0.839368,2,"{""co_purchased_with"": ""23083"", ""source"": ""동시구매"", ""segment_support"": 0.016727}"
12824,84347,0.830541,3,"{""co_purchased_with"": ""85048"", ""source"": ""동시구매"", ""segment_support"": 0.030289}"
12825,72760B,0.794632,1,"{""co_purchased_with"": ""85063"", ""source"": ""동시구매"", ""segment_support"": 0.052326}"
12825,22508,0.766384,2,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.071429}"
12825,84837,0.763428,3,"{""co_purchased_with"": ""85063"", ""source"": ""동시구매"", ""segment_support"": 0.019103}"
12826,22385,0.809421,1,"{""co_purchased_with"": ""21931"", ""source"": ""동시구매"", ""segment_support"": 0.196568}"
12826,85099B,0.802255,2,"{""co_purchased_with"": ""21931"", ""source"": ""동시구매"", ""segment_support"": 0.352574}"
12826,21559,0.797285,3,"{""co_purchased_with"": ""22352"", ""source"": ""동시구매"", ""segment_support"": 0.161466}"
12827,22993,0.848582,1,"{""co_purchased_with"": ""22720"", ""source"": ""동시구매"", ""segment_support"": 0.030741}"
12827,22666,0.844323,2,"{""co_purchased_with"": ""22720"", ""source"": ""동시구매"", ""segment_support"": 0.064195}"
12827,22960,0.826547,3,"{""co_purchased_with"": ""22720"", ""source"": ""동시구매"", ""segment_support"": 0.057414}"
12828,22508,0.786153,1,"{""co_purchased_with"": ""21115"", ""source"": ""동시구매"", ""segment_support"": 0.079433}"
12828,22487,0.781969,2,"{""co_purchased_with"": ""22969"", ""source"": ""동시구매"", ""segment_support"": 0.131915}"
12828,21733,0.756246,3,"{""co_purchased_with"": ""84347"", ""source"": ""동시구매"", ""segment_support"": 0.178723}"
12829,72760B,0.798789,1,"{""co_purchased_with"": ""21843"", ""source"": ""동시구매"", ""segment_support"": 0.052326}"
12829,22508,0.734426,2,"{""co_purchased_with"": ""22797"", ""source"": ""동시구매"", ""segment_support"": 0.071429}"
12829,84880,0.724689,3,"{""co_purchased_with"": ""21217"", ""source"": ""동시구매"", ""segment_support"": 0.02907}"
12830,22549,0.890571,1,"{""co_purchased_with"": ""21790"", ""source"": ""동시구매"", ""segment_support"": 0.167707}"
12830,22620,0.885243,2,"{""co_purchased_with"": ""21891"", ""source"": ""동시구매"", ""segment_support"": 0.175507}"
12830,21791,0.87998,3,"{""co_purchased_with"": ""21790"", ""source"": ""동시구매"", ""segment_support"": 0.230109}"
12831,84978,0.868578,1,"{""co_purchased_with"": ""84970S"", ""source"": ""동시구매"", ""segment_support"": 0.083056}"
12831,84836,0.867035,2,"{""co_purchased_with"": ""84970S"", ""source"": ""동시구매"", ""segment_support"": 0.106312}"
12831,22469,0.847799,3,"{""co_purchased_with"": ""22470"", ""source"": ""동시구매"", ""segment_support"": 0.140365}"
12832,22139,0.831096,1,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.089286}"
12832,22457,0.812893,2,"{""co_purchased_with"": ""21755"", ""source"": ""동시구매"", ""segment_support"": 0.064732}"
12832,85123A,0.803364,3,"{""co_purchased_with"": ""21755"", ""source"": ""동시구매"", ""segment_support"": 0.084821}"
12833,22169,0.865553,1,"{""co_purchased_with"": ""22170"", ""source"": ""동시구매"", ""segment_support"": 0.019439}"
12833,21754,0.83849,2,"{""co_purchased_with"": ""22487"", ""source"": ""동시구매"", ""segment_support"": 0.046112}"
12833,85123A,0.836039,3,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.146022}"
12834,21174,0.838551,1,"{""co_purchased_with"": ""21181"", ""source"": ""동시구매"", ""segment_support"": 0.025316}"
12834,48138,0.835092,2,"{""co_purchased_with"": ""20685"", ""source"": ""동시구매"", ""segment_support"": 0.044304}"
12834,21166,0.823798,3,"{""co_purchased_with"": ""21181"", ""source"": ""동시구매"", ""segment_support"": 0.030289}"
12835,47568,0.763091,1,"{""co_purchased_with"": ""37503"", ""source"": ""동시구매"", ""segment_support"": 0.0299}"
12835,21154,0.755184,2,"{""co_purchased_with"": ""21035"", ""source"": ""동시구매"", ""segment_support"": 0.040698}"
12835,21843,0.743005,3,"{""co_purchased_with"": ""21531"", ""source"": ""동시구매"", ""segment_support"": 0.108804}"
12836,22487,0.789908,1,"{""co_purchased_with"": ""22457"", ""source"": ""동시구매"", ""segment_support"": 0.131915}"
12836,22139,0.785545,2,"{""co_purchased_with"": ""22617"", ""source"": ""동시구매"", ""segment_support"": 0.208511}"
12836,47566,0.784001,3,"{""co_purchased_with"": ""23298"", ""source"": ""동시구매"", ""segment_support"": 0.235461}"
12837,22296,0.796672,1,"{""co_purchased_with"": ""22297"", ""source"": ""동시구매"", ""segment_support"": 0.036618}"
12837,84836,0.785553,2,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.050181}"
12837,85062,0.777891,3,"{""co_purchased_with"": ""22297"", ""source"": ""동시구매"", ""segment_support"": 0.012658}"
12838,22197,0.787896,1,"{""co_purchased_with"": ""21034"", ""source"": ""동시구매"", ""segment_support"": 0.195008}"
12838,85123A,0.76644,2,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.420437}"
12838,21733,0.764071,3,"{""co_purchased_with"": ""22469"", ""source"": ""동시구매"", ""segment_support"": 0.24337}"
12839,20726,0.756582,1,"{""co_purchased_with"": ""22385"", ""source"": ""동시구매"", ""segment_support"": 0.24649}"
12839,20725,0.74883,2,"{""co_purchased_with"": ""85099B"", ""source"": ""동시구매"", ""segment_support"": 0.333853}"
12839,22383,0.741859,3,"{""co_purchased_with"": ""21931"", ""source"": ""동시구매"", ""segment_support"": 0.265991}"
12840,85099C,0.778802,1,"{""co_purchased_with"": ""85099F"", ""source"": ""동시구매"", ""segment_support"": 0.097872}"
12840,22189,0.777873,2,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.119149}"
12840,20718,0.772471,3,"{""co_purchased_with"": ""85099B"", ""source"": ""동시구매"", ""segment_support"": 0.086525}"
12841,22139,0.744673,1,"{""co_purchased_with"": ""22138"", ""source"": ""동시구매"", ""segment_support"": 0.297972}"
12841,22197,0.725006,2,"{""co_purchased_with"": ""21034"", ""source"": ""동시구매"", ""segment_support"": 0.195008}"
12841,22487,0.724042,3,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.205148}"
12842,22487,0.802291,1,"{""co_purchased_with"": ""84879"", ""source"": ""동시구매"", ""segment_support"": 0.054702}"
12842,22666,0.801357,2,"{""co_purchased_with"": ""85123A"", ""source"": ""동시구매"", ""segment_support"": 0.064195}"
12842,22139,0.7983,3,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.089964}"
12843,22558,0.800962,1,"{""co_purchased_with"": ""22567"", ""source"": ""동시구매"", ""segment_support"": 0.116312}"
12843,20914,0.784008,2,"{""co_purchased_with"": ""20725"", ""source"": ""동시구매"", ""segment_support"": 0.137589}"
12843,21212,0.776355,3,"{""co_purchased_with"": ""21977"", ""source"": ""동시구매"", ""segment_support"": 0.249645}"
12844,21770,0.795163,1,"{""co_purchased_with"": ""82552"", ""source"": ""동시구매"", ""segment_support"": 0.037975}"
12844,22487,0.787048,2,"{""co_purchased_with"": ""22457"", ""source"": ""동시구매"", ""segment_support"": 0.054702}"
12844,20914,0.785437,3,"{""co_purchased_with"": ""22558"", ""source"": ""동시구매"", ""segment_support"": 0.058318}"
12845,20754,0.812701,1,"{""co_purchased_with"": ""20914"", ""source"": ""동시구매"", ""segment_support"": 0.056478}"
12845,22348,0.812182,2,"{""co_purchased_with"": ""20914"", ""source"": ""동시구매"", ""segment_support"": 0.062292}"
12845,22139,0.806835,3,"{""co_purchased_with"": ""21915"", ""source"": ""동시구매"", ""segment_support"": 0.143688}"
