customer_id,segment,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rationale,analyzed_at,created_at
12616,일반고객,95,3,1023.1,3,3,3,333,"마지막 구매 후 95일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £1,023.10입니다. 최근성 점수 3점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12617,신규고객,29,1,352.98,4,1,2,412,"마지막 구매 후 29일이 지난 최근 구매 고객이며, 총 구매 횟수는 1회로 아직 낮은 편입니다. 총 구매금액은 £352.98이고, 최근성 점수 4점, 구매빈도 점수 1점, 구매금액 점수 2점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12618,신규고객,21,1,137.31,4,1,1,411,"마지막 구매 후 21일이 지난 최근 구매 고객이며, 총 구매 횟수는 1회로 아직 낮은 편입니다. 총 구매금액은 £137.31이고, 최근성 점수 4점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12619,우수고객,16,9,3085.7,5,5,5,555,"마지막 구매 후 16일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 9회, 총 구매금액은 £3,085.70입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12620,일반고객,14,3,1303.41,5,3,4,534,"마지막 구매 후 14일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £1,303.41입니다. 최근성 점수 5점, 구매빈도 점수 3점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12621,우수고객,1,35,22097.2,5,5,5,555,"마지막 구매 후 1일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 35회, 총 구매금액은 £22,097.20입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12622,일반고객,232,1,162.1,2,1,1,211,"마지막 구매 후 232일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £162.10입니다. 최근성 점수 2점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12623,이탈위험 고객,276,7,3315.84,2,4,5,245,"마지막 구매 후 276일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 7회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £3,315.84이며, 최근성 점수 2점, 구매빈도 점수 4점, 구매금액 점수 5점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12624,일반고객,106,2,569.13,3,2,2,322,"마지막 구매 후 106일이 지났고, 총 구매 횟수는 2회, 총 구매금액은 £569.13입니다. 최근성 점수 3점, 구매빈도 점수 2점, 구매금액 점수 2점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12625,이탈위험 고객,211,4,4678.88,2,3,5,235,"마지막 구매 후 211일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 4회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £4,678.88이며, 최근성 점수 2점, 구매빈도 점수 3점, 구매금액 점수 5점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12626,우수고객,23,9,5954.4800000000005,4,5,5,455,"마지막 구매 후 23일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 9회, 총 구매금액은 £5,954.48입니다. 최근성 점수 4점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12627,우수고객,10,6,4082.53,5,4,5,545,"마지막 구매 후 10일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 6회, 총 구매금액은 £4,082.53입니다. 최근성 점수 5점, 구매빈도 점수 4점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12628,일반고객,4,3,732.46,5,3,3,533,"마지막 구매 후 4일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £732.46입니다. 최근성 점수 5점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12629,이탈위험 고객,385,2,1198.22,2,2,3,223,"마지막 구매 후 385일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £1,198.22이며, 최근성 점수 2점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12630,신규고객,9,2,1030.88,5,2,3,523,"마지막 구매 후 9일이 지난 최근 구매 고객이며, 총 구매 횟수는 2회로 아직 낮은 편입니다. 총 구매금액은 £1,030.88이고, 최근성 점수 5점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12631,우수고객,57,6,3321.57,4,4,5,445,"마지막 구매 후 57일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 6회, 총 구매금액은 £3,321.57입니다. 최근성 점수 4점, 구매빈도 점수 4점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12632,이탈위험 고객,520,2,714.88,1,2,3,123,"마지막 구매 후 520일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £714.88이며, 최근성 점수 1점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12633,우수고객,58,7,5156.16,4,4,5,445,"마지막 구매 후 58일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 7회, 총 구매금액은 £5,156.16입니다. 최근성 점수 4점, 구매빈도 점수 4점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12634,일반고객,548,1,360.0,1,1,2,112,"마지막 구매 후 548일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £360.00입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 2점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12635,일반고객,89,4,2624.41,3,3,4,334,"마지막 구매 후 89일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £2,624.41입니다. 최근성 점수 3점, 구매빈도 점수 3점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12637,충성고객,67,12,8085.81,3,5,5,355,"마지막 구매 후 67일이 지났고, 총 구매 횟수는 12회로 반복 구매 성향이 강합니다. 총 구매금액은 £8,085.81이며, 최근성 점수 3점, 구매빈도 점수 5점, 구매금액 점수 5점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12638,신규고객,33,2,681.49,4,2,3,423,"마지막 구매 후 33일이 지난 최근 구매 고객이며, 총 구매 횟수는 2회로 아직 낮은 편입니다. 총 구매금액은 £681.49이고, 최근성 점수 4점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12639,이탈위험 고객,238,3,1072.3700000000001,2,3,3,233,"마지막 구매 후 238일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 3회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £1,072.37이며, 최근성 점수 2점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12640,일반고객,23,3,994.58,4,3,3,433,"마지막 구매 후 23일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £994.58입니다. 최근성 점수 4점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12641,일반고객,115,1,145.9,3,1,1,311,"마지막 구매 후 115일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £145.90입니다. 최근성 점수 3점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12642,일반고객,25,3,905.26,4,3,3,433,"마지막 구매 후 25일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £905.26입니다. 최근성 점수 4점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12643,충성고객,128,11,7803.82,3,5,5,355,"마지막 구매 후 128일이 지났고, 총 구매 횟수는 11회로 반복 구매 성향이 강합니다. 총 구매금액은 £7,803.82이며, 최근성 점수 3점, 구매빈도 점수 5점, 구매금액 점수 5점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12644,일반고객,129,4,1900.49,3,3,4,334,"마지막 구매 후 129일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £1,900.49입니다. 최근성 점수 3점, 구매빈도 점수 3점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12645,우수고객,33,8,3215.3,4,4,5,445,"마지막 구매 후 33일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 8회, 총 구매금액은 £3,215.30입니다. 최근성 점수 4점, 구매빈도 점수 4점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12646,신규고객,4,2,1346.97,5,2,4,524,"마지막 구매 후 4일이 지난 최근 구매 고객이며, 총 구매 횟수는 2회로 아직 낮은 편입니다. 총 구매금액은 £1,346.97이고, 최근성 점수 5점, 구매빈도 점수 2점, 구매금액 점수 4점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12647,우수고객,22,35,14109.55,4,5,5,455,"마지막 구매 후 22일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 35회, 총 구매금액은 £14,109.55입니다. 최근성 점수 4점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12648,일반고객,154,4,1039.0,3,3,3,333,"마지막 구매 후 154일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £1,039.00입니다. 최근성 점수 3점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12649,충성고객,107,8,2096.65,3,4,4,344,"마지막 구매 후 107일이 지났고, 총 구매 횟수는 8회로 반복 구매 성향이 강합니다. 총 구매금액은 £2,096.65이며, 최근성 점수 3점, 구매빈도 점수 4점, 구매금액 점수 4점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12650,신규고객,3,1,242.44,5,1,1,511,"마지막 구매 후 3일이 지난 최근 구매 고객이며, 총 구매 횟수는 1회로 아직 낮은 편입니다. 총 구매금액은 £242.44이고, 최근성 점수 5점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12651,이탈위험 고객,334,4,377.75,2,3,2,232,"마지막 구매 후 334일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 4회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £377.75이며, 최근성 점수 2점, 구매빈도 점수 3점, 구매금액 점수 2점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12652,이탈위험 고객,331,2,891.0300000000001,2,2,3,223,"마지막 구매 후 331일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £891.03이며, 최근성 점수 2점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12653,일반고객,148,3,4160.83,3,3,5,335,"마지막 구매 후 148일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £4,160.83입니다. 최근성 점수 3점, 구매빈도 점수 3점, 구매금액 점수 5점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12654,충성고객,10,5,529.98,5,4,2,542,"마지막 구매 후 10일이 지났고, 총 구매 횟수는 5회로 반복 구매 성향이 강합니다. 총 구매금액은 £529.98이며, 최근성 점수 5점, 구매빈도 점수 4점, 구매금액 점수 2점 기준으로 충성고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12655,일반고객,423,1,243.35000000000002,1,1,1,111,"마지막 구매 후 423일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £243.35입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12656,우수고객,17,8,5723.83,5,4,5,545,"마지막 구매 후 17일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 8회, 총 구매금액은 £5,723.83입니다. 최근성 점수 5점, 구매빈도 점수 4점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12657,일반고객,11,4,1427.18,5,3,4,534,"마지막 구매 후 11일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £1,427.18입니다. 최근성 점수 5점, 구매빈도 점수 3점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12658,신규고객,18,1,632.05,5,1,3,513,"마지막 구매 후 18일이 지난 최근 구매 고객이며, 총 구매 횟수는 1회로 아직 낮은 편입니다. 총 구매금액은 £632.05이고, 최근성 점수 5점, 구매빈도 점수 1점, 구매금액 점수 3점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12659,신규고객,29,1,73.67999999999999,4,1,1,411,"마지막 구매 후 29일이 지난 최근 구매 고객이며, 총 구매 횟수는 1회로 아직 낮은 편입니다. 총 구매금액은 £73.68이고, 최근성 점수 4점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12660,신규고객,11,1,227.10000000000002,5,1,1,511,"마지막 구매 후 11일이 지난 최근 구매 고객이며, 총 구매 횟수는 1회로 아직 낮은 편입니다. 총 구매금액은 £227.10이고, 최근성 점수 5점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12661,일반고객,436,1,162.0,1,1,1,111,"마지막 구매 후 436일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £162.00입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 1점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12662,우수고객,0,20,6130.54,5,5,5,555,"마지막 구매 후 0일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 20회, 총 구매금액은 £6,130.54입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12663,이탈위험 고객,624,2,185.4,1,2,1,121,"마지막 구매 후 624일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £185.40이며, 최근성 점수 1점, 구매빈도 점수 2점, 구매금액 점수 1점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12664,우수고객,8,11,5420.04,5,5,5,555,"마지막 구매 후 8일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 11회, 총 구매금액은 £5,420.04입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12665,이탈위험 고객,324,3,259.6,2,3,1,231,"마지막 구매 후 324일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 3회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £259.60이며, 최근성 점수 2점, 구매빈도 점수 3점, 구매금액 점수 1점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12666,일반고객,394,1,1248.42,2,1,4,214,"마지막 구매 후 394일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £1,248.42입니다. 최근성 점수 2점, 구매빈도 점수 1점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12667,신규고객,58,1,460.13,4,1,2,412,"마지막 구매 후 58일이 지난 최근 구매 고객이며, 총 구매 횟수는 1회로 아직 낮은 편입니다. 총 구매금액은 £460.13이고, 최근성 점수 4점, 구매빈도 점수 1점, 구매금액 점수 2점 기준으로 신규고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12668,우수고객,11,9,9906.03,5,5,5,555,"마지막 구매 후 11일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 9회, 총 구매금액은 £9,906.03입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12669,일반고객,150,2,1427.73,3,2,4,324,"마지막 구매 후 150일이 지났고, 총 구매 횟수는 2회, 총 구매금액은 £1,427.73입니다. 최근성 점수 3점, 구매빈도 점수 2점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12670,우수고객,10,7,3436.29,5,4,5,545,"마지막 구매 후 10일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 7회, 총 구매금액은 £3,436.29입니다. 최근성 점수 5점, 구매빈도 점수 4점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12671,일반고객,606,1,2622.481,1,1,4,114,"마지막 구매 후 606일이 지났고, 총 구매 횟수는 1회, 총 구매금액은 £2,622.48입니다. 최근성 점수 1점, 구매빈도 점수 1점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12672,이탈위험 고객,329,2,407.05,2,2,2,222,"마지막 구매 후 329일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £407.05이며, 최근성 점수 2점, 구매빈도 점수 2점, 구매금액 점수 2점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12673,일반고객,5,3,1140.02,5,3,3,533,"마지막 구매 후 5일이 지났고, 총 구매 횟수는 3회, 총 구매금액은 £1,140.02입니다. 최근성 점수 5점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12674,일반고객,38,4,1844.6,4,3,4,434,"마지막 구매 후 38일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £1,844.60입니다. 최근성 점수 4점, 구매빈도 점수 3점, 구매금액 점수 4점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12675,이탈위험 고객,553,2,873.25,1,2,3,123,"마지막 구매 후 553일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £873.25이며, 최근성 점수 1점, 구매빈도 점수 2점, 구매금액 점수 3점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12676,우수고객,24,10,2333.09,4,5,4,454,"마지막 구매 후 24일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 10회, 총 구매금액은 £2,333.09입니다. 최근성 점수 4점, 구매빈도 점수 5점, 구매금액 점수 4점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12677,이탈위험 고객,555,2,359.1,1,2,2,122,"마지막 구매 후 555일이 지나 최근 구매가 오래된 편입니다. 다만 총 구매 횟수는 2회로 반복 구매 이력이 있었으나, 최근 구매가 끊긴 상태입니다. 총 구매금액은 £359.10이며, 최근성 점수 1점, 구매빈도 점수 2점, 구매금액 점수 2점 기준으로 이탈위험 고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12678,우수고객,42,15,32595.18,4,5,5,455,"마지막 구매 후 42일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 15회, 총 구매금액은 £32,595.18입니다. 최근성 점수 4점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12679,일반고객,58,4,951.02,4,3,3,433,"마지막 구매 후 58일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £951.02입니다. 최근성 점수 4점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12680,일반고객,0,4,790.81,5,3,3,533,"마지막 구매 후 0일이 지났고, 총 구매 횟수는 4회, 총 구매금액은 £790.81입니다. 최근성 점수 5점, 구매빈도 점수 3점, 구매금액 점수 3점 기준으로 볼 때 신규, 이탈위험, 우수, 충성 조건에 명확히 해당하지 않아 일반고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12681,우수고객,14,44,26936.760000000002,5,5,5,555,"마지막 구매 후 14일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 44회, 총 구매금액은 £26,936.76입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12682,우수고객,3,51,20736.22,5,5,5,555,"마지막 구매 후 3일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 51회, 총 구매금액은 £20,736.22입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
12683,우수고객,4,20,10445.7,5,5,5,555,"마지막 구매 후 4일밖에 지나지 않아 최근 구매 이력이 뚜렷하고, 총 구매 횟수는 20회, 총 구매금액은 £10,445.70입니다. 최근성 점수 5점, 구매빈도 점수 5점, 구매금액 점수 5점이 모두 높은 수준이므로 우수고객으로 분류했습니다.",2026-06-22 21:06:47.472544+09:00,2026-06-22 21:06:47.472544+09:00
